Date,Product,Category,Quantity,Price,Region
2024-12-19,Notebook,Stationery,19,2909,South
2024-09-19,Pen,Stationery,18,14029,West
2024-10-31,Table,Furniture,1,39505,West
2024-11-27,Sofa,Furniture,14,38750,South
2024-01-20,Pen,Stationery,6,19683,West
2024-06-30,Notebook,Stationery,8,15524,North
2024-11-14,Printer,Electronics,15,24758,North
2024-05-05,Pen,Stationery,11,44343,North
2024-01-31,Books,Stationery,10,19141,South
2024-07-25,Sofa,Furniture,17,34185,South
2024-10-17,Sofa,Furniture,19,15004,South
2024-11-16,Laptop,Electronics,6,26632,East
2024-03-01,Tablet,Electronics,16,8783,South
2024-03-14,Desk,Furniture,1,44743,West
2024-06-29,Books,Stationery,7,4111,East
2024-07-24,Notebook,Stationery,14,9296,South
2024-05-04,Pen,Stationery,2,42093,North
2024-10-14,Monitor,Electronics,6,5369,North
2024-02-27,Keyboard,Electronics,15,10840,South
2024-04-06,Notebook,Stationery,6,14480,East
2024-11-30,Notebook,Stationery,13,29162,West
2024-02-05,Notebook,Stationery,1,39986,North
2024-05-09,Pen,Stationery,5,40864,East
2024-10-20,Chair,Furniture,16,45754,East
2024-12-08,Chair,Furniture,3,47782,North
2024-01-03,Chair,Furniture,9,23210,South
2024-04-14,Notebook,Stationery,11,26602,North
2024-01-10,Keyboard,Electronics,6,3274,East
2024-05-05,Table,Furniture,4,46072,West
2024-06-18,Laptop,Electronics,10,46370,East
2024-06-03,Printer,Electronics,15,12961,West
2024-05-09,Printer,Electronics,14,43294,East
2024-03-29,Sofa,Furniture,13,15730,East
2024-03-14,Desk,Furniture,1,6958,North
2024-06-14,Printer,Electronics,11,19672,North
2024-04-29,Printer,Electronics,8,45521,North
2024-05-09,Printer,Electronics,5,5020,West
2024-12-02,Monitor,Electronics,9,19367,North
2024-06-16,Mobile,Electronics,16,25793,South
2024-05-31,Books,Stationery,18,13082,South
2024-07-30,Laptop,Electronics,18,13965,North
2024-06-05,Mobile,Electronics,17,35953,East
2024-04-17,Sofa,Furniture,15,22734,North
2024-09-03,Mouse,Electronics,15,48191,East
2024-12-03,Desk,Furniture,14,12479,West
2024-10-01,Tablet,Electronics,2,11149,North
2024-05-10,Monitor,Electronics,17,27554,East
2024-11-03,Mouse,Electronics,3,20267,West
2024-10-28,Keyboard,Electronics,7,9361,West
2024-01-25,Keyboard,Electronics,1,39572,South
2024-07-18,Desk,Furniture,16,10781,North
2024-12-01,Notebook,Stationery,16,37111,East
2024-03-30,Keyboard,Electronics,11,19197,South
2024-03-03,Books,Stationery,13,17207,East
2024-04-17,Mobile,Electronics,11,34405,South
2024-09-25,Monitor,Electronics,12,22532,South
2024-05-28,Table,Furniture,12,27005,West
2024-03-19,Table,Furniture,9,22714,North
2024-05-09,Books,Stationery,16,5599,West
2024-09-24,Notebook,Stationery,3,29978,West
2024-09-28,Desk,Furniture,4,8369,East
2024-07-10,Desk,Furniture,14,21737,West
2024-05-02,Table,Furniture,12,20759,South
2024-03-11,Chair,Furniture,19,41035,West
2024-10-30,Notebook,Stationery,11,22984,East
2024-07-10,Books,Stationery,11,49394,East
2024-04-02,Chair,Furniture,5,36210,South
2024-09-23,Mobile,Electronics,8,1272,South
2024-01-14,Desk,Furniture,3,37594,East
2024-04-28,Table,Furniture,12,463,South
2024-05-24,Chair,Furniture,10,45789,East
2024-09-24,Sofa,Furniture,19,20324,East
2024-03-25,Chair,Furniture,2,30925,South
2024-01-19,Monitor,Electronics,18,2344,South
2024-05-04,Mobile,Electronics,2,33641,East
2024-01-02,Pen,Stationery,12,39852,West
2024-07-30,Sofa,Furniture,4,1645,West
2024-01-14,Mobile,Electronics,12,10592,West
2024-06-15,Table,Furniture,12,9621,West
2024-10-20,Pen,Stationery,9,13540,South
2024-05-24,Monitor,Electronics,12,38829,East
2024-07-18,Table,Furniture,19,48347,North
2024-10-15,Chair,Furniture,7,34875,East
2024-10-09,Desk,Furniture,12,42381,South
2024-08-21,Chair,Furniture,10,47747,South
2024-06-28,Tablet,Electronics,2,39068,West
2024-10-15,Sofa,Furniture,7,13643,North
2024-08-16,Table,Furniture,15,23556,South
2024-09-02,Pen,Stationery,18,23648,South
2024-01-30,Table,Furniture,8,45024,West
2024-07-12,Mobile,Electronics,17,49390,South
2024-01-13,Desk,Furniture,1,33810,West
2024-07-28,Monitor,Electronics,10,11254,North
2024-05-19,Sofa,Furniture,16,2980,West
2024-02-26,Chair,Furniture,8,30325,West
2024-10-11,Mobile,Electronics,13,26038,East
2024-04-17,Desk,Furniture,12,27694,West
2024-09-14,Chair,Furniture,5,11321,East
2024-05-30,Mouse,Electronics,12,6259,West
2024-01-05,Desk,Furniture,9,43890,East
2024-06-29,Desk,Furniture,13,21772,South
2024-05-06,Sofa,Furniture,10,17243,East
2024-08-15,Pen,Stationery,15,36691,North
2024-04-17,Chair,Furniture,4,22638,South
2024-08-06,Headphones,Electronics,16,39248,East
2024-07-07,Mouse,Electronics,16,33857,East
2024-10-26,Books,Stationery,10,32252,West
2024-01-09,Chair,Furniture,16,26431,West
2024-12-31,Keyboard,Electronics,3,27205,South
2024-02-27,Mouse,Electronics,10,17872,South
2024-06-29,Notebook,Stationery,6,35751,North
2024-09-12,Books,Stationery,8,19656,East
2024-09-17,Sofa,Furniture,15,23305,North
2024-01-04,Notebook,Stationery,19,5615,East
2024-10-07,Desk,Furniture,8,29575,East
2024-01-09,Desk,Furniture,5,27686,North
2024-03-03,Mobile,Electronics,11,36870,North
2024-09-16,Notebook,Stationery,9,34865,North
2024-07-25,Mouse,Electronics,13,25109,West
2024-03-09,Desk,Furniture,12,40663,South
2024-08-05,Chair,Furniture,7,3011,North
2024-06-18,Pen,Stationery,3,28433,South
2024-10-20,Notebook,Stationery,17,5665,East
2024-11-19,Desk,Furniture,17,47262,East
2024-08-19,Notebook,Stationery,17,37435,East
2024-06-16,Sofa,Furniture,15,41986,West
2024-08-03,Pen,Stationery,2,36890,North
2024-01-27,Desk,Furniture,15,5680,West
2024-08-01,Desk,Furniture,4,806,North
2024-10-31,Table,Furniture,18,38623,West
2024-02-13,Books,Stationery,4,12226,East
2024-06-04,Sofa,Furniture,15,43258,West
2024-02-06,Headphones,Electronics,15,15604,North
2024-07-24,Notebook,Stationery,13,15861,South
2024-09-05,Books,Stationery,12,15466,West
2024-11-20,Monitor,Electronics,2,14117,East
2024-08-18,Desk,Furniture,10,30092,North
2024-05-07,Table,Furniture,10,1481,East
2024-08-18,Printer,Electronics,1,17364,South
2024-05-24,Keyboard,Electronics,17,49004,North
2024-06-19,Chair,Furniture,8,30473,East
2024-11-29,Notebook,Stationery,1,48880,West
2024-10-18,Keyboard,Electronics,11,20500,South
2024-03-11,Sofa,Furniture,6,26524,South
2024-08-25,Books,Stationery,16,30619,East
2024-10-03,Table,Furniture,5,31451,South
2024-12-18,Notebook,Stationery,19,1507,North
2024-08-14,Tablet,Electronics,10,20856,North
2024-02-24,Books,Stationery,13,33865,West
2024-07-16,Mobile,Electronics,16,22586,East
2024-07-19,Headphones,Electronics,17,16058,North
2024-04-27,Mobile,Electronics,19,22838,East
2024-10-09,Table,Furniture,9,25716,East
2024-01-17,Sofa,Furniture,4,46198,North
2024-02-05,Notebook,Stationery,7,5770,West
2024-07-22,Monitor,Electronics,6,7937,West
2024-05-31,Laptop,Electronics,4,41366,South
2024-07-29,Mobile,Electronics,10,21660,West
2024-10-05,Chair,Furniture,11,28358,North
2024-07-06,Mouse,Electronics,9,47474,North
2024-07-31,Notebook,Stationery,19,36260,North
2024-11-10,Laptop,Electronics,10,1170,West
2024-01-27,Sofa,Furniture,18,42963,West
2024-03-22,Sofa,Furniture,7,30740,West
2024-02-07,Sofa,Furniture,2,16298,East
2024-07-18,Books,Stationery,9,31313,East
2024-08-07,Pen,Stationery,18,38385,South
2024-08-22,Books,Stationery,12,18725,South
2024-06-14,Sofa,Furniture,16,33271,East
2024-12-16,Books,Stationery,1,22300,West
2024-12-23,Chair,Furniture,12,27533,West
2024-04-17,Notebook,Stationery,2,45741,South
2024-10-23,Monitor,Electronics,7,33185,East
2024-06-10,Pen,Stationery,7,32986,South
2024-06-27,Table,Furniture,13,12701,South
2024-11-21,Desk,Furniture,15,17585,South
2024-08-01,Mobile,Electronics,3,23142,South
2024-11-27,Sofa,Furniture,3,16992,North
2024-11-17,Mouse,Electronics,13,5595,West
2024-05-13,Sofa,Furniture,17,38039,East
2024-08-06,Printer,Electronics,10,28652,North
2024-05-31,Books,Stationery,6,3687,East
2024-12-22,Pen,Stationery,4,23644,West
2024-10-22,Sofa,Furniture,12,45628,North
2024-09-18,Table,Furniture,13,45822,North
2024-09-05,Tablet,Electronics,17,35685,North
2024-01-22,Desk,Furniture,11,28766,East
2024-08-03,Pen,Stationery,3,8518,North
2024-11-08,Pen,Stationery,13,10124,North
2024-12-18,Monitor,Electronics,13,5165,North
2024-09-15,Desk,Furniture,13,5766,West
2024-11-22,Mobile,Electronics,11,10209,North
2024-07-18,Table,Furniture,2,7846,East
2024-03-10,Books,Stationery,7,38053,North
2024-07-17,Books,Stationery,2,22549,East
2024-03-31,Headphones,Electronics,11,43433,South
2024-08-01,Table,Furniture,2,36963,West
2024-03-12,Mouse,Electronics,17,20416,North
2024-04-23,Monitor,Electronics,1,20345,East
2024-10-19,Mouse,Electronics,18,5385,South
2024-06-18,Pen,Stationery,10,30386,East
2024-11-05,Sofa,Furniture,1,26739,South
2024-06-17,Notebook,Stationery,2,27073,West
2024-10-06,Books,Stationery,7,19191,North
2024-05-07,Notebook,Stationery,13,33790,East
2024-08-13,Sofa,Furniture,6,35368,North
2024-05-26,Notebook,Stationery,16,450,North
2024-09-16,Keyboard,Electronics,19,23690,South
2024-12-23,Books,Stationery,11,6340,South
2024-02-15,Pen,Stationery,1,17609,South
2024-05-02,Pen,Stationery,15,37301,North
2024-04-12,Pen,Stationery,3,43778,North
2024-07-09,Tablet,Electronics,6,8887,East
2024-03-09,Table,Furniture,12,35875,North
2024-01-10,Table,Furniture,6,48642,South
2024-11-21,Chair,Furniture,17,20050,West
2024-08-05,Tablet,Electronics,10,28136,North
2024-08-23,Headphones,Electronics,6,2402,South
2024-05-23,Keyboard,Electronics,15,32990,North
2024-01-13,Tablet,Electronics,15,37826,West
2024-06-03,Pen,Stationery,2,16921,South
2024-08-04,Table,Furniture,6,11537,East
2024-01-21,Headphones,Electronics,7,15267,West
2024-10-28,Notebook,Stationery,8,40093,East
2024-06-02,Chair,Furniture,16,48833,South
2024-03-24,Keyboard,Electronics,16,12167,North
2024-04-02,Chair,Furniture,7,3915,West
2024-06-07,Desk,Furniture,16,4873,South
2024-03-31,Laptop,Electronics,9,3420,West
2024-08-07,Mobile,Electronics,19,38926,West
2024-05-14,Books,Stationery,5,6797,South
2024-03-13,Tablet,Electronics,14,10876,North
2024-06-01,Books,Stationery,10,11789,South
2024-11-09,Tablet,Electronics,6,25312,South
2024-01-02,Mobile,Electronics,18,3770,West
2024-07-30,Chair,Furniture,7,21115,North
2024-04-25,Laptop,Electronics,1,30936,North
2024-02-15,Chair,Furniture,15,8038,East
2024-11-28,Notebook,Stationery,12,40957,North
2024-01-16,Notebook,Stationery,3,39551,East
2024-09-27,Tablet,Electronics,15,29683,North
2024-08-05,Sofa,Furniture,1,24498,East
2024-03-15,Books,Stationery,3,18925,South
2024-06-26,Sofa,Furniture,9,44109,East
2024-07-22,Pen,Stationery,7,29030,East
2024-06-24,Mobile,Electronics,1,22472,East
2024-05-11,Chair,Furniture,7,12291,West
2024-11-28,Chair,Furniture,4,5247,North
2024-08-04,Notebook,Stationery,4,34908,West
2024-11-02,Sofa,Furniture,1,46819,South
2024-03-08,Books,Stationery,5,38663,West
2024-01-22,Mobile,Electronics,18,37877,South
2024-02-16,Monitor,Electronics,12,46794,East
2024-06-07,Keyboard,Electronics,17,29983,East
2024-01-02,Mouse,Electronics,14,49352,West
2024-12-24,Table,Furniture,1,21702,South
2024-10-23,Pen,Stationery,2,17238,East
2024-05-19,Books,Stationery,18,24307,North
2024-12-02,Notebook,Stationery,12,30662,South
2024-12-02,Desk,Furniture,10,27918,North
2024-04-09,Mobile,Electronics,9,4167,South
2024-05-22,Keyboard,Electronics,18,2609,South
2024-09-16,Chair,Furniture,15,4032,South
2024-08-18,Chair,Furniture,17,23823,West
2024-03-02,Notebook,Stationery,3,31445,South
2024-09-11,Chair,Furniture,10,14133,West
2024-12-18,Desk,Furniture,6,15143,West
2024-08-23,Printer,Electronics,12,7365,North
2024-02-01,Chair,Furniture,13,43341,North
2024-01-29,Sofa,Furniture,18,18735,East
2024-03-02,Chair,Furniture,9,6141,East
2024-08-18,Desk,Furniture,19,17648,West
2024-09-02,Pen,Stationery,9,30437,North
2024-11-28,Pen,Stationery,2,43459,South
2024-11-25,Mobile,Electronics,10,48015,West
2024-10-12,Pen,Stationery,2,15432,East
2024-01-03,Notebook,Stationery,3,37360,South
2024-07-06,Keyboard,Electronics,6,17294,South
2024-01-11,Mobile,Electronics,12,34900,East
2024-04-09,Table,Furniture,18,41656,West
2024-09-11,Desk,Furniture,18,16974,North
2024-11-24,Desk,Furniture,2,21404,East
2024-07-25,Tablet,Electronics,5,39854,West
2024-01-26,Pen,Stationery,8,41027,East
2024-06-15,Sofa,Furniture,18,6925,West
2024-04-06,Laptop,Electronics,19,12616,East
2024-05-12,Pen,Stationery,12,21675,South
2024-05-12,Headphones,Electronics,17,38269,South
2024-10-05,Books,Stationery,1,38606,North
2024-10-12,Notebook,Stationery,18,12504,South
2024-06-24,Mouse,Electronics,1,20221,North
2024-05-13,Keyboard,Electronics,2,34260,South
2024-05-25,Table,Furniture,10,44347,East
2024-07-04,Printer,Electronics,10,34650,South
2024-05-19,Table,Furniture,6,20490,East
2024-04-13,Table,Furniture,19,5882,South
2024-07-01,Headphones,Electronics,9,26093,East
2024-09-25,Mouse,Electronics,2,39932,South
2024-08-17,Notebook,Stationery,2,4998,East
2024-07-10,Notebook,Stationery,6,27482,North
2024-11-24,Pen,Stationery,18,4810,West
2024-04-03,Tablet,Electronics,11,32988,West
2024-11-28,Laptop,Electronics,18,38511,North
2024-01-24,Chair,Furniture,13,32563,East
2024-11-09,Desk,Furniture,11,9818,South
2024-05-22,Tablet,Electronics,16,17497,West
2024-11-25,Notebook,Stationery,9,38707,North
2024-08-19,Notebook,Stationery,2,2006,South
2024-10-07,Tablet,Electronics,14,12131,West
2024-10-20,Headphones,Electronics,3,15293,East
2024-12-27,Laptop,Electronics,1,37246,East
2024-01-28,Sofa,Furniture,12,25031,North
2024-08-31,Mouse,Electronics,8,35421,East
2024-08-02,Notebook,Stationery,14,19257,South
2024-04-08,Laptop,Electronics,11,5288,East
2024-06-22,Mobile,Electronics,1,36545,North
2024-05-09,Pen,Stationery,11,46522,West
2024-04-10,Tablet,Electronics,3,33738,North
2024-12-14,Chair,Furniture,13,33208,West
2024-01-25,Books,Stationery,6,17143,South
2024-11-18,Printer,Electronics,6,9996,North
2024-02-17,Tablet,Electronics,5,16496,North
2024-04-03,Tablet,Electronics,3,39343,North
2024-07-03,Table,Furniture,7,42288,East
2024-04-13,Sofa,Furniture,5,3643,South
2024-01-16,Printer,Electronics,18,311,South
2024-09-12,Headphones,Electronics,10,22204,West
2024-06-20,Desk,Furniture,16,43922,North
2024-01-15,Sofa,Furniture,18,14942,West
2024-07-26,Mouse,Electronics,5,45369,North
2024-05-25,Desk,Furniture,18,5524,East
2024-01-29,Chair,Furniture,16,27974,East
2024-10-15,Keyboard,Electronics,15,25108,North
2024-07-04,Laptop,Electronics,11,32820,South
2024-12-24,Monitor,Electronics,19,7960,West
2024-01-18,Mobile,Electronics,14,8010,North
2024-08-06,Printer,Electronics,17,9846,South
2024-07-14,Books,Stationery,2,695,South
2024-08-05,Desk,Furniture,11,958,North
2024-01-07,Keyboard,Electronics,17,12979,West
2024-01-12,Notebook,Stationery,16,1547,East
2024-08-15,Headphones,Electronics,18,40974,West
2024-10-09,Printer,Electronics,9,15593,West
2024-11-12,Mobile,Electronics,9,28351,South
2024-02-24,Notebook,Stationery,7,13380,North
2024-08-24,Keyboard,Electronics,13,26949,South
2024-09-11,Keyboard,Electronics,7,23441,South
2024-09-29,Pen,Stationery,10,42819,South
2024-12-12,Desk,Furniture,13,38690,North
2024-10-08,Notebook,Stationery,14,27784,North
2024-02-22,Notebook,Stationery,10,30905,West
2024-04-09,Pen,Stationery,11,44627,South
2024-04-10,Pen,Stationery,12,28274,North
2024-12-29,Books,Stationery,18,20174,South
2024-03-30,Notebook,Stationery,18,32926,East
2024-05-18,Notebook,Stationery,8,9728,North
2024-04-27,Sofa,Furniture,18,20465,South
2024-07-09,Books,Stationery,3,12782,West
2024-03-15,Books,Stationery,7,46257,East
2024-01-15,Headphones,Electronics,10,11534,East
2024-05-20,Chair,Furniture,12,17658,North
2024-04-10,Desk,Furniture,9,32476,North
2024-08-30,Table,Furniture,1,23595,North
2024-08-01,Tablet,Electronics,2,1641,South
2024-12-02,Books,Stationery,2,869,West
2024-06-06,Notebook,Stationery,14,39439,North
2024-09-18,Table,Furniture,19,38331,East
2024-10-06,Desk,Furniture,5,20443,South
2024-07-21,Desk,Furniture,15,9266,South
2024-02-13,Desk,Furniture,1,18805,West
2024-07-17,Tablet,Electronics,8,10719,East
2024-08-21,Mobile,Electronics,11,7737,East
2024-08-07,Mobile,Electronics,18,7473,West
2024-04-09,Table,Furniture,13,39320,North
2024-11-23,Laptop,Electronics,2,4481,East
2024-01-07,Pen,Stationery,5,29509,East
2024-02-22,Notebook,Stationery,7,2623,South
2024-01-07,Desk,Furniture,10,44243,South
2024-09-06,Tablet,Electronics,12,46157,West
2024-09-19,Pen,Stationery,8,934,East
2024-12-27,Mouse,Electronics,14,9605,East
2024-07-28,Chair,Furniture,16,42198,North
2024-02-08,Mobile,Electronics,14,15862,East
2024-07-09,Pen,Stationery,8,21677,West
2024-08-27,Pen,Stationery,15,46897,South
2024-04-14,Notebook,Stationery,3,38856,South
2024-09-18,Notebook,Stationery,12,28569,East
2024-09-14,Books,Stationery,2,44498,North
2024-07-01,Mobile,Electronics,2,16719,West
2024-01-06,Keyboard,Electronics,1,29394,West
2024-06-03,Books,Stationery,19,20035,North
2024-07-15,Books,Stationery,8,1923,North
2024-05-16,Desk,Furniture,10,24261,West
2024-11-05,Pen,Stationery,18,24114,West
2024-05-31,Chair,Furniture,3,41761,South
2024-08-22,Table,Furniture,11,9098,East
2024-11-05,Keyboard,Electronics,6,25835,North
2024-09-29,Notebook,Stationery,15,31567,North
2024-01-09,Notebook,Stationery,16,11072,North
2024-07-04,Headphones,Electronics,13,33272,North
2024-04-30,Mobile,Electronics,6,20694,North
2024-01-10,Monitor,Electronics,15,31121,North
2024-06-25,Laptop,Electronics,3,35951,North
2024-02-22,Tablet,Electronics,4,36490,South
2024-02-25,Sofa,Furniture,8,23012,South
2024-10-17,Keyboard,Electronics,12,48219,North
2024-07-14,Notebook,Stationery,11,35770,West
2024-08-12,Notebook,Stationery,11,15899,South
2024-01-07,Printer,Electronics,7,8687,West
2024-03-02,Pen,Stationery,7,41933,West
2024-11-28,Desk,Furniture,9,12741,East
2024-05-09,Books,Stationery,12,45812,North
2024-05-22,Books,Stationery,18,29055,East
2024-12-22,Books,Stationery,10,46319,North
2024-03-25,Notebook,Stationery,13,33882,North
2024-12-28,Books,Stationery,16,6109,South
2024-04-08,Headphones,Electronics,11,38844,East
2024-03-07,Pen,Stationery,6,38467,South
2024-03-26,Mouse,Electronics,5,3290,South
2024-12-02,Monitor,Electronics,1,47185,South
2024-12-27,Table,Furniture,16,24058,North
2024-01-16,Printer,Electronics,18,39031,North
2024-12-14,Notebook,Stationery,6,15640,North
2024-11-27,Sofa,Furniture,12,19999,East
2024-06-24,Mouse,Electronics,9,10250,West
2024-08-11,Mouse,Electronics,18,17458,South
2024-06-11,Desk,Furniture,11,20695,South
2024-05-23,Desk,Furniture,5,41269,West
2024-07-02,Printer,Electronics,11,33261,North
2024-05-12,Monitor,Electronics,6,47198,East
2024-02-15,Mobile,Electronics,16,40473,South
2024-10-19,Pen,Stationery,14,4234,South
2024-10-13,Sofa,Furniture,8,14596,East
2024-04-22,Desk,Furniture,2,10581,South
2024-05-14,Sofa,Furniture,14,23451,South
2024-07-30,Headphones,Electronics,3,11358,South
2024-12-20,Monitor,Electronics,12,9118,West
2024-11-13,Chair,Furniture,12,47422,East
2024-12-23,Monitor,Electronics,10,8558,South
2024-12-22,Books,Stationery,15,28037,North
2024-11-18,Desk,Furniture,8,42870,South
2024-09-18,Tablet,Electronics,19,43410,West
2024-06-25,Desk,Furniture,16,42378,North
2024-11-06,Mobile,Electronics,7,17361,North
2024-01-24,Monitor,Electronics,5,9943,East
2024-04-03,Mouse,Electronics,10,27328,East
2024-01-12,Mouse,Electronics,11,3500,East
2024-03-23,Books,Stationery,13,34426,South
2024-10-16,Mouse,Electronics,16,40388,East
2024-12-24,Pen,Stationery,13,22501,East
2024-07-14,Tablet,Electronics,2,10186,East
2024-03-17,Mobile,Electronics,16,42506,North
2024-01-19,Headphones,Electronics,12,22239,East
2024-10-23,Desk,Furniture,13,6472,South
2024-04-12,Notebook,Stationery,7,45148,East
2024-07-12,Sofa,Furniture,11,49610,East
2024-06-13,Table,Furniture,17,36764,North
2024-08-12,Sofa,Furniture,9,46332,East
2024-04-01,Tablet,Electronics,6,48237,East
2024-12-05,Laptop,Electronics,13,43976,North
2024-10-13,Notebook,Stationery,9,6961,East
2024-11-04,Mouse,Electronics,14,17088,North
2024-12-07,Chair,Furniture,2,5722,North
2024-03-29,Desk,Furniture,13,46297,South
2024-02-25,Pen,Stationery,1,14705,West
2024-08-25,Headphones,Electronics,14,5363,West
2024-10-01,Monitor,Electronics,8,31206,North
2024-05-29,Sofa,Furniture,10,45109,South
2024-03-17,Tablet,Electronics,13,29501,East
2024-11-18,Printer,Electronics,14,48379,East
2024-02-17,Pen,Stationery,17,26305,East
2024-10-22,Desk,Furniture,12,45632,North
2024-04-30,Laptop,Electronics,11,36636,South
2024-12-21,Table,Furniture,11,21471,West
2024-11-16,Pen,Stationery,13,41193,South
2024-06-01,Table,Furniture,9,36539,North
2024-08-03,Notebook,Stationery,8,18582,West
2024-08-14,Chair,Furniture,6,48473,South
2024-07-22,Monitor,Electronics,14,6791,South
2024-05-18,Notebook,Stationery,18,17034,West
2024-11-09,Books,Stationery,13,11788,West
2024-07-06,Printer,Electronics,9,12141,South
2024-07-16,Sofa,Furniture,3,29582,East
2024-04-25,Pen,Stationery,15,14032,West
2024-02-19,Table,Furniture,15,46236,South
2024-04-14,Pen,Stationery,18,12981,West
2024-06-02,Desk,Furniture,2,42126,East
2024-03-05,Table,Furniture,10,15854,South
2024-03-01,Tablet,Electronics,2,31991,East
2024-10-04,Printer,Electronics,4,31215,West
2024-09-26,Chair,Furniture,1,12155,West
2024-10-06,Tablet,Electronics,13,17715,North
2024-08-25,Table,Furniture,2,30131,North
2024-10-25,Tablet,Electronics,19,25862,North
2024-10-11,Laptop,Electronics,7,43007,East
2024-07-22,Notebook,Stationery,10,31729,East
2024-01-26,Table,Furniture,10,34307,East
2024-12-02,Printer,Electronics,10,36069,South
2024-10-16,Pen,Stationery,9,15993,South
2024-12-21,Laptop,Electronics,9,38552,West
2024-05-29,Monitor,Electronics,9,32972,South
2024-05-13,Sofa,Furniture,7,30508,East
2024-09-28,Sofa,Furniture,7,18995,North
2024-06-13,Books,Stationery,7,23862,North
2024-06-09,Printer,Electronics,8,42016,South
2024-05-11,Sofa,Furniture,18,43309,North
2024-09-09,Laptop,Electronics,13,1525,East
2024-07-19,Desk,Furniture,1,34358,West
2024-11-16,Books,Stationery,7,31213,South
2024-11-20,Laptop,Electronics,15,16242,North
2024-03-11,Table,Furniture,9,27962,West
2024-06-10,Books,Stationery,9,28649,East
2024-07-06,Monitor,Electronics,17,22422,South
2024-03-02,Mouse,Electronics,2,37132,North
2024-09-01,Table,Furniture,4,22023,East
2024-01-28,Desk,Furniture,16,7864,West
2024-11-02,Desk,Furniture,12,27699,West
2024-05-06,Table,Furniture,5,5760,South
2024-09-13,Table,Furniture,7,18485,East
2024-07-06,Laptop,Electronics,15,11239,North
2024-04-19,Sofa,Furniture,9,29317,West
2024-09-22,Mobile,Electronics,7,27040,South
2024-03-20,Headphones,Electronics,1,13544,East
2024-05-24,Monitor,Electronics,16,29390,North
2024-10-10,Chair,Furniture,14,36590,South
2024-01-10,Books,Stationery,17,13906,West
2024-07-16,Headphones,Electronics,18,35624,South
2024-05-09,Books,Stationery,11,45715,North
2024-10-07,Monitor,Electronics,4,38041,East
2024-02-12,Keyboard,Electronics,12,901,South
2024-05-09,Table,Furniture,6,10069,South
2024-01-01,Desk,Furniture,10,28463,North
2024-01-08,Chair,Furniture,15,22680,South
2024-05-18,Chair,Furniture,18,48606,North
2024-06-26,Books,Stationery,18,16284,South
2024-06-07,Table,Furniture,9,21718,South
2024-07-14,Books,Stationery,6,16305,South
2024-06-27,Pen,Stationery,17,18806,North
2024-06-01,Sofa,Furniture,11,20531,West
2024-01-26,Pen,Stationery,19,22786,South
2024-08-04,Monitor,Electronics,15,6768,South
2024-03-17,Desk,Furniture,9,8959,East
2024-10-23,Headphones,Electronics,2,5022,West
2024-04-14,Table,Furniture,8,36095,North
2024-05-17,Mobile,Electronics,4,10182,East
2024-02-14,Notebook,Stationery,6,4591,North
2024-06-17,Notebook,Stationery,11,48480,East
2024-11-05,Mobile,Electronics,15,35333,East
2024-05-07,Desk,Furniture,10,45341,South
2024-08-07,Chair,Furniture,19,2859,West
2024-12-07,Pen,Stationery,3,41058,North
2024-12-15,Keyboard,Electronics,19,15137,North
2024-10-17,Printer,Electronics,11,9591,North
2024-05-15,Notebook,Stationery,11,42007,West
2024-02-17,Notebook,Stationery,15,193,West
2024-07-23,Books,Stationery,4,23278,North
2024-03-17,Monitor,Electronics,12,32684,West
2024-11-09,Table,Furniture,10,39562,East
2024-01-28,Books,Stationery,13,11440,North
2024-07-19,Table,Furniture,13,7837,North
2024-12-17,Chair,Furniture,16,7410,North
2024-09-07,Printer,Electronics,13,11297,East
2024-08-31,Chair,Furniture,11,43371,East
2024-02-28,Monitor,Electronics,16,40499,North
2024-11-02,Mouse,Electronics,11,660,South
2024-12-03,Keyboard,Electronics,12,22130,East
2024-11-13,Sofa,Furniture,14,49040,East
2024-03-04,Pen,Stationery,10,8849,South
2024-08-10,Desk,Furniture,12,22784,South
2024-05-29,Monitor,Electronics,19,27813,West
2024-12-19,Printer,Electronics,14,14508,North
2024-09-02,Books,Stationery,8,33139,West
2024-05-29,Monitor,Electronics,15,27428,East
2024-07-28,Table,Furniture,14,46471,East
2024-02-18,Mobile,Electronics,3,41069,East
2024-05-12,Books,Stationery,11,34516,East
2024-04-20,Books,Stationery,15,1606,North
2024-11-24,Notebook,Stationery,5,42726,South
2024-10-05,Mouse,Electronics,2,23674,East
2024-11-02,Printer,Electronics,9,112,West
2024-07-09,Keyboard,Electronics,4,24356,East
2024-04-18,Headphones,Electronics,8,16282,East
2024-08-30,Notebook,Stationery,4,28167,West
2024-12-30,Mobile,Electronics,4,37111,West
2024-08-16,Notebook,Stationery,18,38479,East
2024-07-19,Monitor,Electronics,11,21923,South
2024-06-25,Table,Furniture,3,13763,South
2024-04-14,Laptop,Electronics,8,29608,East
2024-04-03,Pen,Stationery,9,4825,South
2024-09-13,Mobile,Electronics,14,16465,South
2024-12-11,Chair,Furniture,16,30002,East
2024-12-04,Chair,Furniture,15,21786,West
2024-08-02,Table,Furniture,10,2502,North
2024-11-16,Notebook,Stationery,10,22720,West
2024-12-02,Books,Stationery,17,10685,East
2024-07-12,Pen,Stationery,13,33887,West
2024-08-01,Books,Stationery,11,39198,East
2024-05-07,Chair,Furniture,9,25751,West
